scene,total_frames,detected_frames,predicted_frames,lost_frames,detection_rate,prediction_rate,average_score,average_fps
大疆无人机航拍视频-车辆目标跟踪,130,86,16,28,0.6615384615384615,0.12307692307692308,0.7321506251627031,1.202642361503262
