scene,total_frames,detected_frames,predicted_frames,lost_frames,detection_rate,prediction_rate,average_score,average_fps
大疆无人机航拍视频-骑车人目标跟踪,100,52,48,0,0.52,0.48,0.8857575410099827,0.2363884502078402
