scene,total_frames,detected_frames,predicted_frames,lost_frames,detection_rate,prediction_rate,average_score,average_fps
地面光学站跟踪无人机,120,91,29,0,0.7583333333333333,0.24166666666666667,0.7858478371790295,0.08920292338909963
