scene,total_frames,detected_frames,predicted_frames,lost_frames,detection_rate,prediction_rate,average_score,average_fps
动画表情视频跟踪,93,84,5,4,0.9032258064516129,0.053763440860215055,0.6950401235552137,2.430148720362838
