frame_id,x,y,w,h,center_x,center_y,score,detected,predicted,used_for_trajectory,template_id
306,458,994,161,59,538,1023,553.0,1,0,1,-1
307,460,986,161,59,540,1015,617.0,1,0,1,-1
308,461,976,161,59,541,1005,682.0,1,0,1,-1
309,461,979,161,59,541,1008,-1.0,0,1,0,-1
310,460,951,161,59,540,980,719.0,1,0,1,-1
311,461,937,161,59,541,966,786.0,1,0,1,-1
312,464,918,161,59,544,947,789.0,1,0,1,-1
313,468,900,161,59,548,929,793.0,1,0,1,-1
314,469,879,161,59,549,908,747.0,1,0,1,-1
315,446,848,161,59,526,877,444.0,1,0,1,-1
316,456,826,161,59,536,855,729.0,1,0,1,-1
317,456,829,161,59,536,858,-1.0,0,1,0,-1
318,455,781,161,59,535,810,792.0,1,0,1,-1
319,457,754,161,59,537,783,746.0,1,0,1,-1
320,460,731,161,59,540,760,740.0,1,0,1,-1
321,452,710,161,59,532,739,541.0,1,0,1,-1
322,455,685,161,59,535,714,534.0,1,0,1,-1
323,445,663,161,59,525,692,350.0,1,0,1,-1
324,451,643,161,59,531,672,419.0,1,0,1,-1
325,456,630,161,59,536,659,500.0,1,0,1,-1
326,458,615,161,59,538,644,497.0,1,0,1,-1
327,458,601,161,59,538,630,455.0,1,0,1,-1
328,458,590,161,59,538,619,504.0,1,0,1,-1
329,454,580,161,59,534,609,457.0,1,0,1,-1
330,449,571,161,59,529,600,543.0,1,0,1,-1
331,459,564,161,59,539,593,419.0,1,0,1,-1
332,459,560,161,59,539,589,349.0,1,0,1,-1
333,442,552,161,59,522,581,195.0,1,0,1,-1
334,442,550,161,59,522,579,163.0,1,0,1,-1
335,445,548,161,59,525,577,110.0,1,0,1,-1
336,455,540,161,59,535,569,37.0,1,0,1,-1
337,455,543,161,59,535,572,-1.0,0,1,0,-1
338,449,547,161,59,529,576,38.0,1,0,1,-1
339,457,540,161,59,537,569,35.0,1,0,1,-1
340,454,544,161,59,534,573,57.0,1,0,1,-1
341,513,564,161,59,593,593,26.0,1,0,1,-1
342,453,544,161,59,533,573,82.0,1,0,1,-1
343,468,549,161,59,548,578,313.0,1,0,1,-1
344,468,546,161,59,548,575,435.0,1,0,1,-1
345,471,542,161,59,551,571,468.0,1,0,1,-1
346,473,535,161,59,553,564,547.0,1,0,1,-1
347,474,527,161,59,554,556,611.0,1,0,1,-1
348,466,517,161,59,546,546,676.0,1,0,1,-1
349,476,506,161,59,556,535,538.0,1,0,1,-1
350,478,493,161,59,558,522,562.0,1,0,1,-1
351,459,475,161,59,539,504,291.0,1,0,1,-1
352,459,462,161,59,539,491,425.0,1,0,1,-1
353,477,453,161,59,557,482,490.0,1,0,1,-1
354,481,443,161,59,561,472,507.0,1,0,1,-1
355,479,432,161,59,559,461,607.0,1,0,1,-1
356,484,423,161,59,564,452,492.0,1,0,1,-1
357,491,416,161,59,571,445,526.0,1,0,1,-1
358,497,408,161,59,577,437,560.0,1,0,1,-1
359,495,405,161,59,575,434,437.0,1,0,1,-1
360,505,401,161,59,585,430,504.0,1,0,1,-1
361,507,400,161,59,587,429,461.0,1,0,1,-1
362,498,396,161,59,578,425,290.0,1,0,1,-1
363,500,394,161,59,580,423,224.0,1,0,1,-1
364,509,395,161,59,589,424,156.0,1,0,1,-1
365,509,387,161,59,589,416,66.0,1,0,1,-1
366,501,388,161,59,581,417,97.0,1,0,1,-1
367,489,386,161,59,569,415,59.0,1,0,1,-1
368,509,392,161,59,589,421,29.0,1,0,1,-1
369,487,389,161,59,567,418,26.0,1,0,1,-1
370,556,397,161,59,636,426,44.0,1,0,1,-1
371,501,384,161,59,581,413,57.0,1,0,1,-1
372,491,386,161,59,571,415,44.0,1,0,1,-1
373,505,383,161,59,585,412,56.0,1,0,1,-1
374,561,401,161,59,641,430,65.0,1,0,1,-1
375,562,398,161,59,642,427,60.0,1,0,1,-1
376,561,400,161,59,641,429,65.0,1,0,1,-1
377,502,369,161,59,582,398,600.0,1,0,1,-1
378,562,418,161,59,642,447,48.0,1,0,1,-1
379,497,383,161,59,577,412,38.0,1,0,1,-1
380,512,383,161,59,592,412,33.0,1,0,1,-1
381,570,398,161,59,650,427,62.0,1,0,1,-1
382,563,401,161,59,643,430,39.0,1,0,1,-1
383,559,402,161,59,639,431,21.0,1,0,1,-1
384,563,399,161,59,643,428,62.0,1,0,1,-1
385,563,411,161,59,643,440,59.0,1,0,1,-1
386,567,400,161,59,647,429,81.0,1,0,1,-1
387,504,387,161,59,584,416,40.0,1,0,1,-1
388,562,400,161,59,642,429,49.0,1,0,1,-1
389,564,404,161,59,644,433,59.0,1,0,1,-1
390,560,402,161,59,640,431,50.0,1,0,1,-1
391,571,399,161,59,651,428,86.0,1,0,1,-1
392,566,402,161,59,646,431,141.0,1,0,1,-1
393,570,403,161,59,650,432,195.0,1,0,1,-1
394,569,407,161,59,649,436,243.0,1,0,1,-1
395,571,407,161,59,651,436,239.0,1,0,1,-1
396,573,412,161,59,653,441,199.0,1,0,1,-1
397,515,391,161,59,595,420,259.0,1,0,1,-1
398,535,400,161,59,615,429,555.0,1,0,1,-1
399,537,399,161,59,617,428,665.0,1,0,1,-1
400,542,398,161,59,622,427,763.0,1,0,1,-1
401,542,401,161,59,622,430,-1.0,0,1,0,-1
402,542,404,161,59,622,433,-1.0,0,1,0,-1
403,542,407,161,59,622,436,-1.0,0,1,0,-1
404,542,410,161,59,622,439,-1.0,0,1,0,-1
405,578,392,161,59,658,421,775.0,1,0,1,-1
406,552,329,161,59,632,358,97.0,1,0,1,-1
407,593,386,161,59,673,415,541.0,1,0,1,-1
408,621,390,161,59,701,419,606.0,1,0,1,-1
409,648,392,161,59,728,421,688.0,1,0,1,-1
410,693,408,161,59,773,437,237.0,1,0,1,-1
411,726,408,161,59,806,437,532.0,1,0,1,-1
412,742,406,161,59,822,435,774.0,1,0,1,-1
413,742,409,161,59,822,438,-1.0,0,1,0,-1
414,742,412,161,59,822,441,-1.0,0,1,0,-1
415,783,403,161,59,863,432,573.0,1,0,1,-1
416,818,408,161,59,898,437,620.0,1,0,1,-1
417,849,411,161,59,929,440,755.0,1,0,1,-1
418,881,414,161,59,961,443,685.0,1,0,1,-1
419,908,416,161,59,988,445,739.0,1,0,1,-1
420,939,420,161,59,1019,449,684.0,1,0,1,-1
421,968,424,161,59,1048,453,755.0,1,0,1,-1
422,999,427,161,59,1079,456,798.0,1,0,1,-1
423,1029,428,161,59,1109,457,795.0,1,0,1,-1
424,1029,431,161,59,1109,460,-1.0,0,1,0,-1
425,1070,435,161,59,1150,464,686.0,1,0,1,-1
426,1070,438,161,59,1150,467,-1.0,0,1,0,-1
427,1110,438,161,59,1190,467,717.0,1,0,1,-1
428,1110,441,161,59,1190,470,-1.0,0,1,0,-1
429,1146,437,161,59,1226,466,741.0,1,0,1,-1
430,1146,440,161,59,1226,469,-1.0,0,1,0,-1
431,1172,436,161,59,1252,465,731.0,1,0,1,-1
432,1189,433,161,59,1269,462,750.0,1,0,1,-1
433,1199,432,161,59,1279,461,690.0,1,0,1,-1
434,1206,432,161,59,1286,461,652.0,1,0,1,-1
435,1206,434,161,59,1286,463,793.0,1,0,1,-1
436,1215,432,161,59,1295,461,507.0,1,0,1,-1
437,1218,432,161,59,1298,461,502.0,1,0,1,-1
438,1198,433,161,59,1278,462,367.0,1,0,1,-1
439,1193,435,161,59,1273,464,332.0,1,0,1,-1
440,1201,432,161,59,1281,461,326.0,1,0,1,-1
441,1195,431,161,59,1275,460,323.0,1,0,1,-1
442,1196,432,161,59,1276,461,268.0,1,0,1,-1
443,1223,427,161,59,1303,456,125.0,1,0,1,-1
444,1198,428,161,59,1278,457,269.0,1,0,1,-1
445,1195,430,161,59,1275,459,182.0,1,0,1,-1
446,1188,431,161,59,1268,460,130.0,1,0,1,-1
447,1200,430,161,59,1280,459,163.0,1,0,1,-1
448,1178,425,161,59,1258,454,40.0,1,0,1,-1
449,1182,431,161,59,1262,460,74.0,1,0,1,-1
450,1216,430,161,59,1296,459,44.0,1,0,1,-1
451,1192,427,161,59,1272,456,171.0,1,0,1,-1
452,1199,426,161,59,1279,455,253.0,1,0,1,-1
453,1198,425,161,59,1278,454,333.0,1,0,1,-1
454,1213,424,161,59,1293,453,400.0,1,0,1,-1
455,1221,423,161,59,1301,452,550.0,1,0,1,-1
456,1224,423,161,59,1304,452,590.0,1,0,1,-1
457,1227,422,161,59,1307,451,577.0,1,0,1,-1
458,1230,421,161,59,1310,450,581.0,1,0,1,-1
459,1236,422,161,59,1316,451,597.0,1,0,1,-1
460,1241,422,161,59,1321,451,657.0,1,0,1,-1
461,1249,422,161,59,1329,451,677.0,1,0,1,-1
462,1256,422,161,59,1336,451,720.0,1,0,1,-1
463,1269,424,161,59,1349,453,725.0,1,0,1,-1
464,1202,369,161,59,1282,398,25.0,1,0,1,-1
465,1258,411,161,59,1338,440,271.0,1,0,1,-1
466,1297,422,161,59,1377,451,608.0,1,0,1,-1
467,1320,427,161,59,1400,456,739.0,1,0,1,-1
468,1337,428,161,59,1417,457,770.0,1,0,1,-1
469,1354,429,161,59,1434,458,778.0,1,0,1,-1
470,1370,429,161,59,1450,458,753.0,1,0,1,-1
471,1387,429,161,59,1467,458,743.0,1,0,1,-1
472,1406,430,161,59,1486,459,724.0,1,0,1,-1
473,1427,431,161,59,1507,460,753.0,1,0,1,-1
474,1427,434,161,59,1507,463,-1.0,0,1,0,-1
475,1455,434,161,59,1535,463,716.0,1,0,1,-1
476,1455,437,161,59,1535,466,-1.0,0,1,0,-1
477,1486,436,161,59,1566,465,713.0,1,0,1,-1
478,1486,439,161,59,1566,468,-1.0,0,1,0,-1
479,1486,442,161,59,1566,471,-1.0,0,1,0,-1
480,1525,439,161,59,1605,468,648.0,1,0,1,-1
